Organization Name,Location,Tax Identification Number,KCEGP Code,Website,Short Description,Category,Category 3,Category 2,Link 1,Link 2,Link 3,Link 4,Status,Community of Opportunity,Current Pledges,Link 1 description,Link 2 description,Link 3 description,Link 4 description,Communities Served 1,Communities Served 2,Communities Served 3
Coalition Ending Gender-Based Violence (formerly King County Coalition Against Domestic Violence),"1419 S Jackson St #103
Seattle, WA 98144
(47.598995011, -122.313190979)",91-1504712,9649,https://www.endgv.org,We work with and for over 40 member agencies and organizations in King County to increase our community's capacity to prevent and respond to sexual and domestic violence.,Social & Economic Justice,Legal Advocacy,Human & Civil Rights,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911504712#,https://www.guidestar.org/profile/91-1504712,https://www.bbb.org/western-washington/Charity-Reviews/charity-civil-rights/coalition-ending-gender-based-violence-in-seattle-wa-22960989,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911504712#,https://www.guidestar.org/profile/91-1504712,https://www.bbb.org/western-washington/Charity-Reviews/charity-civil-rights/coalition-ending-gender-based-violence-in-seattle-wa-22960989,,Women & Girls,Economically Disadvantaged People,
"Chief Seattle Council, Boy Scouts of America","3120 Rainier Ave S
Seattle, WA 98144
(47.574956006, -122.295081039)",91-0569878,9275,https://seattlebsa.org,"Provides educational programs for young people in building character, developing leadership, and training in the responsibilities of active citizenship.",Youth Development,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5759,https://www.guidestar.org/profile/91-0569878,https://www.bbb.org/western-washington/charity-reviews/charity-children-and-youth/chief-seattle-council-boy-scouts-of-america-in-seattle-wa-22618812,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5759,https://www.guidestar.org/profile/91-0569878,https://www.bbb.org/western-washington/charity-reviews/charity-children-and-youth/chief-seattle-council-boy-scouts-of-america-in-seattle-wa-22618812,,Children & Youth,Economically Disadvantaged People,
Outdoor Youth Connections,"PO Box 924
Lake Stevens, WA 98258
(48.0047, -122.112265)",26-1522928,9470,https://outdooryouthconnections.org,"Connects youth with the opportunities and means to explore, study, and preserve the natural outdoors promoting personal growth and environmental conscious.",Youth Development,"Recreation, Sports, Leisure, & Athletics",Environment,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=261522928,https://www.guidestar.org/profile/26-1522928,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=261522928,https://www.guidestar.org/profile/26-1522928,,,Children & Youth,Economically Disadvantaged People,
Northwest Organization for Animal Help,"31300 Brandstrom Rd
Stanwood, WA 98292
(48.28153301, -122.282580017)",91-1362069,2742,https://www.thenoahcenter.org,"Rescuing dogs and cats from overcrowded shelters with high euthanasia rates, giving them a second chance.",Animals,,Education & Literacy,,https://www.guidestar.org/profile/91-1362069,,,Returning,,,,https://www.guidestar.org/profile/91-1362069,,,,,
Orion Industries,"1590 A St NE
Auburn, WA 98002
(47.322676981, -122.228179035)",91-0727076,10150,https://www.orionworks.org,"We provide job skills training for people experiencing poverty, chronic underemployment, and disability, so they are confidently prepared to access living-wage careers.",Housing & Employment,Poverty Relief,"Mental Health, Disabilities, & Substance Abuse",https://www.charitynavigator.org/ein/910727076,https://www.guidestar.org/profile/91-0727076,,,New,,,https://www.charitynavigator.org/ein/910727076,https://www.guidestar.org/profile/91-0727076,,,Economically Disadvantaged People,People With Disabilities,
Evergreen Mountain Bike Alliance,"249 Main Ave S Ste 107-188
North Bend, WA 98045
(47.493919012, -121.787287994)",91-1553023,9152,https://www.evergreenmtb.org,"Our mission is to create, maintain, and protect sustainable mountain biking opportunities in Washington. We have over 9,600 members across the state working with us!","Recreation, Sports, Leisure, & Athletics",Youth Development,Health (General),https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911553023,https://www.guidestar.org/profile/91-1553023,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=911553023,https://www.guidestar.org/profile/91-1553023,,,,,
"Voice of the Martyrs, Inc.","1815 SE Bison Rd
Bartlesville, OK 74006
(36.722544998, -95.903255006)",73-1395057,4194,https://www.persecution.com,"Serving persecuted Christians in 68 nations; empowering, equipping, & bringing Christ's hope through Bibles, medicines, shelter, training & aid.",Emergency & Disaster Services,Spiritual Development,Food & Hunger,,https://www.guidestar.org/profile/73-1395057,,,Returning,,,,https://www.guidestar.org/profile/73-1395057,,,Economically Disadvantaged People,"Immigrants, Migrants, Refugees",Women & Girls
Arboretum Foundation,"2300 Arboretum Dr E
Seattle, WA 98112
(47.634034007, -122.29648702)",91-0613583,10858,https://www.arboretumfoundation.org,"We promote, protect, and enhance the Washington Park Arboretum for current and future generations by strengthening and building a diverse and engaged community.",Environment,Youth Development,Community Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7388,https://www.guidestar.org/profile/91-0613583,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7388,https://www.guidestar.org/profile/91-0613583,,,,,
Valley Cities,"325 W Gowe St
Kent, WA 98032
(47.381235011, -122.235802963)",91-6063183,5724,https://www.valleycities.org/,"We provide caring, compassionate treatment, recovery, and support services to people struggling with substance use and mental health challenges.","Mental Health, Disabilities, & Substance Abuse",,Housing & Employment,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=916063183,,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=916063183,,,,,,
"SR3 - SeaLife Response, Rehabilitation and Research","2003 S 216th St #98811
Des Moines, WA 98198
(47.407772996, -122.307074034)",45-1491069,9972,https://www.sr3.org,"Rescues and protects marine animals. We give stranded marine animals a second chance at life in the wild, trigger recovery actions for endangered whales, and so much more!",Animals,"Science & Technology Research, Institutions, & Services",Environment,,https://www.guidestar.org/profile/45-1491069,,,Returning,,,,https://www.guidestar.org/profile/45-1491069,,,,,
PSC Partners Seeking A Cure,"6900 E Belleview Ave Ste 202
Greenwood Village, CO 80111
(39.623104981, -104.908131987)",20-2112635,2889,https://www.pscpartners.org,"Provides education and support to PSC patients, families and caregivers, and raises funds to research causes, treatments and cures for primary sclerosing cholangitis.","Disease, Disorders, & Medical Research",,Education & Literacy,,https://www.guidestar.org/profile/20-2112635,,,Returning,,,,https://www.guidestar.org/profile/20-2112635,,,,,
Mukai Farm & Garden,"18017 107th Ave SW
Vashon Island, WA 98070
(47.442937008, -122.471688996)",46-1860913,10872,https://www.mukaifarmandgarden.org,"Preserving a Japanese fruit farm on Vashon Island, interpreting the history of agriculture, immigration to the U.S., legacy of incarceration, social justice, & the Mukai family.","Arts, Culture, & Humanities",Education & Literacy,Community Development,https://www.charitynavigator.org/index.cfm?keyword_list=Friends+of+Mukai&bay=search.results,,,,Returning,,,https://www.charitynavigator.org/index.cfm?keyword_list=Friends+of+Mukai&bay=search.results,,,,"Asian, Asian American","Immigrants, Migrants, Refugees",Children & Youth
Birth to Three Developmental Center,"35535 6th Pl Sw
Federal Way, WA 98023
(47.282265982, -122.343587029)",91-0889019,9230,https://www.Birthtothree.Org,Provides Early Support for Infants and Toddlers Services including special instruction and therapy for young children who have developmental delays and support for their families.,Health (General),Education & Literacy,"Disease, Disorders, & Medical Research",https://www.charitynavigator.org/ein/910889019,https://www.guidestar.org/profile/91-0889019,,,Returning,,,https://www.charitynavigator.org/ein/910889019,https://www.guidestar.org/profile/91-0889019,,,Children & Youth,,
Esperanza International,"550 W B St FL 4, PMB 1167
San Diego, CA 92101
(32.718021983, -117.167996008)",33-0099715,10198,https://esperanzaint.org/,"We partner with communities to support families building their dream of a home with volunteers and above all, mutual trust.",Housing & Employment,International Relief & Development,Community Development,,https://www.guidestar.org/profile/33-0099715,,,New,,,,https://www.guidestar.org/profile/33-0099715,,,Economically Disadvantaged People,"Latino/Latina/Latinx, Hispanic",Children & Youth
Beacon Food Forest,"PO Box 28785
Seattle, WA 98118
(47.549285, -122.28339)",82-2990802,10013,https://beaconfoodforest.org/,"A community-driven permaculture woodland ecosystem using edible trees, shrubs, perennials, and annuals, providing food and horticulture education for all.",Food & Hunger,Community Development,Environment,https://www.charitynavigator.org/ein/822990802,https://www.guidestar.org/profile/82-2990802,,,Returning,,,https://www.charitynavigator.org/ein/822990802,https://www.guidestar.org/profile/82-2990802,,,Economically Disadvantaged People,Children & Youth,"Asian, Asian American"
Christian Relief Services,"8301 Richmond Hwy Ste 900
Alexandria, VA 22309
(38.732535187, -77.100410227)",54-1884868,2790,https://www.christianrelief.org,"Fighting extreme poverty in USA, on Indian Reservations, Appalachia and overseas, by providing food, water, medicine, education, homes. Provide domestic violence victims with safe homes.",Poverty Relief,,Food & Hunger,,https://www.guidestar.org/profile/54-1884868,,,Returning,,,,https://www.guidestar.org/profile/54-1884868,,,,,
Sarvey Wildlife Care Center,"13106 148th St NE
Arlington, WA 98223
(48.130488013, -122.053957992)",91-1303534,9503,https://sarveywildlife.org,"To save the lives of sick, orphaned, injured, displaced, and debilitated wild animals entrusted to our care so that they may be successfully returned to their native habitat.",Animals,,Environment,https://www.charitynavigator.org/ein/911303534,https://www.guidestar.org/profile/91-1303534,https://www.bbb.org/alaskaoregonwesternwashington/Charity-Reviews/charity-animal-protection/sarvey-wildlife-care-center-in-arlington-wa-22959893,,Returning,,,https://www.charitynavigator.org/ein/911303534,https://www.guidestar.org/profile/91-1303534,https://www.bbb.org/alaskaoregonwesternwashington/Charity-Reviews/charity-animal-protection/sarvey-wildlife-care-center-in-arlington-wa-22959893,,,,
Friendship House,"1002 S Third St
Mount Vernon, WA 98273
(48.415531981, -122.336232999)",91-1335750,9575,https://www.skagitfriendshiphouse.org,"Emergency shelter for single men, women and families. Community kitchen offering 3 hot meals each day. Transitional housing. Showers and clean clothes. Workforce training.",Housing & Employment,Health (General),Food & Hunger,https://www.charitynavigator.org/?bay=search.results&keyword_list=Skagit%20Valley%20Hospitality%20House%20Association,"https://www.guidestar.org/search/Skagit Valley Hospitality House Association Mount Vernon, WA | EIN: 91-1335750 | bridge Number: 7627940711 Meals, Clothing, Counseling, And Assistance With Permanent Housing. ...",,,Returning,,,https://www.charitynavigator.org/?bay=search.results&keyword_list=Skagit%20Valley%20Hospitality%20House%20Association,"https://www.guidestar.org/search/Skagit Valley Hospitality House Association Mount Vernon, WA | EIN: 91-1335750 | bridge Number: 7627940711 Meals, Clothing, Counseling, And Assistance With Permanent Housing. ...",,,Economically Disadvantaged People,Women & Girls,Seniors
CHOOSE 180,"1416 SW 151st St
Burien, WA 98166
(47.467996007, -122.353151032)",46-4242313,10991,https://choose180.org,Transform systems of injustice while supporting the young people who are too often impacted by these systems.,Youth Development,Human & Civil Rights,Community Development,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=464242313,https://www.guidestar.org/profile/46-4242313,,,Returning,,,https://www.charitynavigator.org/index.cfm?bay=search.profile&ein=464242313,https://www.guidestar.org/profile/46-4242313,,,Children & Youth,,
Unitarian Universalist Service Committee,"689 Massachusetts Ave
Cambridge, MA 2139
(42.366069803, -71.104241782)",04-6186012,3536,https://www.uusc.org,Advancing human rights and social justice. Our innovative approaches are grounded in the belief that all people have inherent dignity and rights.,Environment,Community Development,Human & Civil Rights,https://www.charitynavigator.org/ein/046186012,https://www.guidestar.org/profile/04-6186012,,,Returning,,,https://www.charitynavigator.org/ein/046186012,https://www.guidestar.org/profile/04-6186012,,,"Immigrants, Migrants, Refugees",Children & Youth,Women & Girls
"Susan G. Komen, Washington","c/o: Corporation Service Company MC-CSC1, 300 Deschutes Way SW Ste 208
Tumwater, WA 98501
(47.013162005, -122.905220977)",75-1835298,4049,https://www.komen.org/community/washington/,"We fund community-based breast health programs that provide education and outreach, screening/treatment coordination, navigation and support.","Disease, Disorders, & Medical Research",Community Development,Health (General),,https://www.guidestar.org/profile/54-1285793,,,NEW,,,,https://www.guidestar.org/profile/54-1285793,,,Women & Girls,Economically Disadvantaged People,Seniors
